title,body,category_id,user_id
Part 95   Deadlock in a multithreaded program,https://youtu.be/PMCyZLYVODI,3,1
Part 96   How to resolve a deadlock in a multithreaded program,https://youtu.be/px4bXKYb2-Y,3,1
Part 97   Performance of a multithreaded program,https://youtu.be/aDCAMwTgiZU,3,1
Part 98   Anonymous methods in c#,https://youtu.be/4trl43Ycksg,3,1
Part 99   Lambda expression in c#,https://youtu.be/LDgQ-spnrYY,3,1
Part 100   Func delegate in c#,https://youtu.be/3Q4LKCIYrzQ,3,1
Async and await in C# example,https://youtu.be/C5VhaxQWcpE,3,1
c# wait for thread to finish without blocking,https://youtu.be/SgHYVPKJRX8,3,1
Java Video Tutorial,https://youtu.be/TBWX97e1E9g,3,1
Java Video Tutorial 2,https://youtu.be/yYN8u90MKCg,3,1
Java Video Tutorial 3,https://youtu.be/qZ2pb6BljLk,3,1
Java Video Tutorial 4,https://youtu.be/efvZmFd1prA,3,1
Java Video Tutorial 5,https://youtu.be/1HTsLK_m2ao,3,1
Java Video Tutorial 6,https://youtu.be/EWj60p8esD0,3,1
Java Video Tutorial 7,https://youtu.be/rGlJiUO-dZA,3,1
Java Video Tutorial 8,https://youtu.be/_pUz-GJcdRU,3,1
Java Video Tutorial 9,https://youtu.be/eNPX2pTiaHI,3,1
Java Video Tutorial 10,https://youtu.be/bQTFXlZWzKw,3,1
Java Video Tutorial 11,https://youtu.be/IEqvmsqjpT0,3,1
Java Video Tutorial 12,https://youtu.be/HLwijvzWNKo,3,1
Java Video Tutorial 13,https://youtu.be/RxeDe6BsTMI,3,1
Java Video Tutorial 14,https://youtu.be/Lsdaztp3_lw,3,1
Java Video Tutorial 15,https://youtu.be/1PPDoAKbaNA,3,1
Java Video Tutorial 16,https://youtu.be/h2tVne5nDUg,3,1
Java Video Tutorial 17,https://youtu.be/F-CkaU8aQZI,3,1
Java Video Tutorial 18,https://youtu.be/G2Xd5avyk_0,3,1
Java Video Tutorial 19,https://youtu.be/s_PfopWcMwI,3,1
Java Video Tutorial 20,https://youtu.be/3XB3in9Xqy8,3,1
Java Video Tutorial 21,https://youtu.be/3ifwR5feRQI,3,1
Java Video Tutorial 22,https://youtu.be/qVdRxODXBcU,3,1
Java Video Tutorial 23,https://youtu.be/wApG8SHBJ24,3,1
Java Video Tutorial 24,https://youtu.be/h3Xeo14Kn_8,3,1
Java Video Tutorial 25,https://youtu.be/dKnRUuYVR0Q,3,1
Java Video Tutorial 26,https://youtu.be/IMhiGyxF4as,3,1
Java Video Tutorial 27,https://youtu.be/JmiyAlvm6Ds,3,1
Java Video Tutorial 28,https://youtu.be/mgnWYBaJuUk,3,1
Java Video Tutorial 29,https://youtu.be/ya_kEknUNIE,3,1
Java Video Tutorial 30,https://youtu.be/y9SvMg5CxA4,3,1
Java Video Tutorial 31,https://youtu.be/o9F73FU2vzs,3,1
Java Video Tutorial 32,https://youtu.be/D_WDuwnaobg,3,1
Java Video Tutorial 33,https://youtu.be/X81XIVaMWCQ,3,1
Java Video Tutorial 34,https://youtu.be/Em-AhbqVe48,3,1
Java Video Tutorial 35,https://youtu.be/eiaWMJt1qhE,3,1
Sabermetrics,https://youtu.be/zy6LZ3QRDu4,3,1
Sabermetrics 2,https://youtu.be/02HlbJ18aYc,3,1
Sabermetrics 3,https://youtu.be/mIMxKY_t7J4,3,1
Java Video Tutorial 36,https://youtu.be/wFgeUC5dw_4,3,1
Java Video Tutorial 37,https://youtu.be/mSbFrQfgq7A,3,1
Java Video Tutorial 38,https://youtu.be/j-zAbYs9J7w,3,1
Java Video Tutorial 39,https://youtu.be/iZcfMa2Fagg,3,1
Java Video Tutorial 40,https://youtu.be/3s9ufjnxITk,3,1
Java Video Tutorial 41,https://youtu.be/IuIX8H_avn8,3,1
Java Video Tutorial 42,https://youtu.be/_HnJ501VK3M,3,1
Java Video Tutorial 43,https://youtu.be/wxgdTDpNM6k,3,1
Java Video Tutorial 44,https://youtu.be/q-oQ5D91TAk,3,1
Java Video Tutorial 45,https://youtu.be/MmKgTeEd8yM,3,1
Java Video Tutorial 46,https://youtu.be/HWoVxBcvy1s,3,1
Java Video Tutorial 47,https://youtu.be/ydQWhluoBXM,3,1
Java Video Tutorial 48,https://youtu.be/235mse79MCw,3,1
Java Video Tutorial 49,https://youtu.be/T6FxSiYQ7nI,3,1
Java Video Tutorial 50,https://youtu.be/4wWLEeQSXLQ,3,1
Java Video Tutorial 51,https://youtu.be/sSbcAFqpw-o,3,1
Java Video Tutorial 52,https://youtu.be/lebZd9bDnc8,3,1
Java Video Tutorial 53,https://youtu.be/fK0fxjbjdQA,3,1
Java Video Tutorial 54 Java Polygon Collision Detection,https://youtu.be/8KNwjOsdn8I,3,1
Java Video Tutorial 55,https://youtu.be/upmRIZwAHAY,3,1
Java Video Tutorial 56,https://youtu.be/UWIFtzUjDLw,3,1
Java Video Tutorial 57,https://youtu.be/S1xCzB4d9G8,3,1
Java Video Tutorial 58,https://youtu.be/MfqbEYyg3J8,3,1
Java Video Tutorial 59,https://youtu.be/ptsNLcQYxCQ,3,1
Java Video Tutorial 60,https://youtu.be/8A3ziZPZbgQ,3,1
Design Patterns Video Tutorial,https://youtu.be/vNHpsC5ng_E,3,1
Design Patterns Video Tutorial 2,https://youtu.be/yRJ1rRoMnIM,3,1
Strategy Design Pattern,https://youtu.be/-NCgRD9-C6o,3,1
Observer Design Pattern,https://youtu.be/wiQdrH2YpT4,3,1
Factory Design Pattern,https://youtu.be/ub0DXaeV6hA,3,1
Abstract Factory Design Pattern,https://youtu.be/xbjAsdAK4xQ,3,1
Singleton Design Pattern Tutorial,https://youtu.be/NZaXM67fxbs,3,1
Builder Design Pattern,https://youtu.be/9XnsOpjclUg,3,1
Prototype Design Pattern Tutorial,https://youtu.be/AFbZhRL0Uz8,3,1
Java Reflection Tutorial,https://youtu.be/agnblS47F18,3,1
Decorator Design Pattern,https://youtu.be/j40kRwSm4VE,3,1
Command Design Pattern,https://youtu.be/7Pj5kAhVBlg,3,1
Adapter Design Pattern,https://youtu.be/qG286LQM6BU,3,1
Facade Design Pattern,https://youtu.be/B1Y8fcYrz5o,3,1
Bridge Design Pattern,https://youtu.be/9jIgSsIfh_8,3,1
Template Method Design Pattern,https://youtu.be/aR1B8MlwbRI,3,1
Iterator Design Pattern,https://youtu.be/VKIzUuMdmag,3,1
Composite Design Pattern,https://youtu.be/2HUnoKyC9l0,3,1
Flyweight Design Pattern,https://youtu.be/0vV-R2926ss,3,1
State Design Pattern,https://youtu.be/MGEx35FjBuo,3,1
Proxy Design Pattern Tutorial,https://youtu.be/cHg5bWW4nUI,3,1
Chain of Responsibility Design Pattern,https://youtu.be/jDX6x8qmjbA,3,1
Interpreter Design Pattern,https://youtu.be/6CVymSJQuJE,3,1
Make Java Executable,https://youtu.be/CQEPlGFYTr8,3,1
Mediator Design Pattern,https://youtu.be/8DxIpdKd41A,3,1
Memento Design Pattern,https://youtu.be/jOnxYT8Iaoo,3,1
Visitor Design Pattern,https://youtu.be/pL4mOUDi54o,3,1
Install Eclipse for Java,https://youtu.be/svJQu6LUSTs,3,1
MVC Java Tutorial,https://youtu.be/dTVVa2gfht8,3,1
Eclipse Shortcut Keys,https://youtu.be/C5glFtpuy0U,3,1
Java Programming,https://youtu.be/WPvGqX-TXP0,3,1
Beginner PHP Tutorial - 1 - Introduction to PHP,https://youtu.be/iCUV3iv9xOs,3,1
Beginner PHP Tutorial - 2 - Installing XAMPP Part 1,https://youtu.be/k6ZiPqsBvEQ,3,1
Beginner PHP Tutorial - 3 - Installing XAMPP Part 2,https://youtu.be/F0epWxZDlOk,3,1
Beginner PHP Tutorial - 4 - Creating Your First PHP File,https://youtu.be/7NuTyB8Ypxc,3,1
Beginner PHP Tutorial - 5 - Writing Your First PHP File,https://youtu.be/saxBXBb-f8c,3,1
Beginner PHP Tutorial - 6 - The phpinfo Function,https://youtu.be/iMb-R6NSfmc,3,1
Beginner PHP Tutorial - 7 - The php.ini File,https://youtu.be/Kqxq9Et4Dpg,3,1
Beginner PHP Tutorial - 8 - Indentation,https://youtu.be/EsF2Sb3pf6w,3,1
Beginner PHP Tutorial - 9 - echo,https://youtu.be/7Dwsa7aWfN8,3,1
Beginner PHP Tutorial - 10 - print,https://youtu.be/TI6mXu42L3U,3,1
Beginner PHP Tutorial - 11 - Output HTML Using echo/print,https://youtu.be/t3pp_fQWVWo,3,1
Beginner PHP Tutorial - 12 - Embedding PHP Inside HTML,https://youtu.be/4AmTiWaxwLU,3,1
Beginner PHP Tutorial - 13 - comments,https://youtu.be/OVyMffqb32k,3,1
Beginner PHP Tutorial - 14 - Error Reporting,https://youtu.be/qFFPrMID8FE,3,1
Beginner PHP Tutorial - 15 - More on Error Reporting,https://youtu.be/IxE4NdfhnEQ,3,1
Beginner PHP Tutorial - 16 - Variables,https://youtu.be/PL3NC52V4h4,3,1
Beginner PHP Tutorial - 17 - Concatenation,https://youtu.be/XJJVnLj1lgA,3,1
Beginner PHP Tutorial - 18 - if / if else Statement,https://youtu.be/r7O7EMrZ9EI,3,1
Beginner PHP Tutorial - 19 - if / else if Statement,https://youtu.be/F3U9WogSVsQ,3,1
Beginner PHP Tutorial - 20 - Assignment Operators,https://youtu.be/fPNmZ94FJfI,3,1
Beginner PHP Tutorial - 21 - Comparison Operators,https://youtu.be/xsIoEEJqPMo,3,1
Beginner PHP Tutorial - 22 - Arithmetic Operators,https://youtu.be/0xmbVzsxiY8,3,1
Beginner PHP Tutorial - 23 - Logical Operators,https://youtu.be/j9xt9ddFTEk,3,1
Beginner PHP Tutorial - 24 - Triple Equals,https://youtu.be/BrEm2dcoFxo,3,1
Beginner PHP Tutorial - 25 - while Loop,https://youtu.be/0HBLrQe2Ack,3,1
Beginner PHP Tutorial - 26 - do while Loop,https://youtu.be/MxPVNaArOSk,3,1
Beginner PHP Tutorial - 27 - for Loop,https://youtu.be/EFjiuTicHns,3,1
Beginner PHP Tutorial - 28 - switch Statement,https://youtu.be/VbiPMsBpJ7w,3,1
Beginner PHP Tutorial - 29 - die and exit Functions,https://youtu.be/zcKt7Lj1kjo,3,1
Beginner PHP Tutorial - 44 - Expression Matching,https://youtu.be/bvGMVmJ0mAk,3,1
Beginner PHP Tutorial - 30 - Basic Functions,https://youtu.be/5qmbPoaMlnY,3,1
Beginner PHP Tutorial - 31 - Functions with Arguments,https://youtu.be/8peN5QYpjCM,3,1
Beginner PHP Tutorial - 32 - Functions with a Return Value,https://youtu.be/yU0Z8sVGBx0,3,1
Beginner PHP Tutorial - 33 - Global Variables and Functions,https://youtu.be/jhZLfyscYgI,3,1
Beginner PHP Tutorial - 34 - String Functions Part 1,https://youtu.be/QTIlNPmwISY,3,1
Beginner PHP Tutorial - 35 - String Functions Part 2,https://youtu.be/OlqfAYoxK08,3,1
Beginner PHP Tutorial - 36 - String Functions Part 3,https://youtu.be/a8cwNsDnCrw,3,1
Beginner PHP Tutorial - 37 - String Functions Part 4,https://youtu.be/yx6VDuD5iXk,3,1
Beginner PHP Tutorial - 38 - Introduction to Arrays,https://youtu.be/bhNq7Y6QH0A,3,1
Beginner PHP Tutorial - 39 - Associative Arrays,https://youtu.be/0S10VOdez3g,3,1
Beginner PHP Tutorial - 40 - Multi-dimensional Arrays,https://youtu.be/TFDALOr-JKg,3,1
Beginner PHP Tutorial - 41 - for each Statement,https://youtu.be/U0PtKHhWzDc,3,1
Beginner PHP Tutorial - 42 - include and require Functions,https://youtu.be/7TkWocNqHU0,3,1
Beginner PHP Tutorial - 43 - include_once and require_once,https://youtu.be/VLlcGgovHNc,3,1
Beginner PHP Tutorial - 45 - More on Expression Matching,https://youtu.be/zAHHj7CY5Eo,3,1
Beginner PHP Tutorial - 46 - String Functions: String Length,https://youtu.be/xR9LddrVDmY,3,1
Beginner PHP Tutorial - 47 - String Functions: Upper / Lower Case Conversion,https://youtu.be/-jO3LdBNd-o,3,1
Beginner PHP Tutorial - 48 - String Functions: String Position Part 1,https://youtu.be/3yZq2Epb3FI,3,1
Beginner PHP Tutorial - 49 - String Functions: String Position Part 2,https://youtu.be/8Z5dy7_u8os,3,1
Beginner PHP Tutorial - 50 - String Functions: Replacing Part of a String,https://youtu.be/aGwa5yE43Mg,3,1
Beginner PHP Tutorial - 51 - String Functions: Replacing Predefined Part of a String,https://youtu.be/6JB2qGohdt4,3,1
Beginner PHP Tutorial - 52 - Word Censoring Part 1,https://youtu.be/hlfWVIia4yA,3,1
Beginner PHP Tutorial - 53 - Word Censoring Part 2,https://youtu.be/x3QH9tkoF5I,3,1
Beginner PHP Tutorial - 54 - Creating a Find and Replace Application Part 1,https://youtu.be/g74FGWy8Cs0,3,1
Beginner PHP Tutorial - 55 - Creating a Find and Replace Application Part 2,https://youtu.be/VQ2HSOKq9jM,3,1
Beginner PHP Tutorial - 56 - Creating a Find and Replace Application Part 3,https://youtu.be/IrV2HrfkTjs,3,1
Beginner PHP Tutorial - 57 - Creating a Find and Replace Application Part 4,https://youtu.be/Vs2B4Q1mmzI,3,1
Beginner PHP Tutorial - 58 - timestamps,https://youtu.be/0Oh-zCtpcok,3,1
Beginner PHP Tutorial - 59 - Modifying timestamps,https://youtu.be/eKv8uV07y5E,3,1
Beginner PHP Tutorial - 60 - Random Number Generation,https://youtu.be/ESm6kb-XVbU,3,1
Beginner PHP Tutorial - 61 - $_SERVER Variables: Script Name,https://youtu.be/k-toXiaTV0k,3,1
Beginner PHP Tutorial - 62 - $_SERVER Variables: Host Name,https://youtu.be/CFKEnbPBAKc,3,1
Beginner PHP Tutorial - 63 - Using the Header to Force Page Redirect,https://youtu.be/QYTmOVeVj24,3,1
Beginner PHP Tutorial - 64 - ob_start,https://youtu.be/V79Adzba1yA,3,1
Beginner PHP Tutorial - 65 - Getting Visitors IP Address,https://youtu.be/sGvPPw-kAl8,3,1
Beginner PHP Tutorial - 66 - Better Way to Get Visitors IP Address,https://youtu.be/TVcSMRKuW3U,3,1
Beginner PHP Tutorial - 67 - Detecting a Visitors Browser Part 1,https://youtu.be/mdoRUbvIZ28,3,1
Beginner PHP Tutorial - 68 - Detecting a Visitors Browser Part 2,https://youtu.be/s2l8MMFdRAM,3,1
Beginner PHP Tutorial - 69 - Working with $_GET Variables,https://youtu.be/ZMLkF1vmZdE,3,1
Beginner PHP Tutorial - 70 - Working with $_POST Variables,https://youtu.be/KgTOKFgCKxM,3,1
Beginner PHP Tutorial - 71 - Working with Form Data,https://youtu.be/oEtura7P2so,3,1
Beginner PHP Tutorial - 72 - Using htmlentities for Security,https://youtu.be/MTAVk6skQek,3,1
Beginner PHP Tutorial - 73 - Setting PHP Sessions,https://youtu.be/WuZBQ706thI,3,1
Beginner PHP Tutorial - 74 - Unsetting PHP Sessions,https://youtu.be/KdYPi8ublKw,3,1
Beginner PHP Tutorial - 75 - Creating Cookies with PHP,https://youtu.be/tOuym4a7XjY,3,1
Beginner PHP Tutorial - 76 - Deleting Cookies with PHP,https://youtu.be/7Yx4RfxlqEk,3,1
Beginner PHP Tutorial - 77 - File Handling: Writing to a File,https://youtu.be/gC8sLGB8SSM,3,1
Beginner PHP Tutorial - 78 - File Handling: Reading a File,https://youtu.be/yBKwGXCJ6RU,3,1
Beginner PHP Tutorial - 79 - File Handling: Appending a File,https://youtu.be/5i7NJHdYIno,3,1
Beginner PHP Tutorial - 80 - The explode Function with File Handling Example,https://youtu.be/AxuRhz0igmc,3,1
Beginner PHP Tutorial - 81 - The implode Function with File Handling Example,https://youtu.be/0TmTHlGAM5s,3,1
Beginner PHP Tutorial - 82 - File Handling: Listing Files Part 1,https://youtu.be/XcDODevXROM,3,1
Beginner PHP Tutorial - 83 - File Handling: Listing Files Part 2,https://youtu.be/zlpOZ3f0Nn4,3,1
Beginner PHP Tutorial - 84 - File Handling: Checking if a File Exists,https://youtu.be/mZRkUJHpHK0,3,1
Beginner PHP Tutorial - 85 - File Handling: Deleting and Renaming Files Part 1,https://youtu.be/Rj2EdIlPOzs,3,1
Beginner PHP Tutorial - 86 - File Handling: Deleting and Renaming Files Part 2,https://youtu.be/nYhK6G_y2tY,3,1
Beginner PHP Tutorial - 87 - Uploading Files: The Basics,https://youtu.be/PYSW-Xejn1s,3,1
Beginner PHP Tutorial - 88 - Uploading Files: The Basics Part 2,https://youtu.be/jOrFvgwIPxQ,3,1
Beginner PHP Tutorial - 89 - Uploading Files: Restricting File Size,https://youtu.be/X6shoAqzvVU,3,1
Beginner PHP Tutorial - 90 - Uploading Files: Restricting File Extensions Part 1,https://youtu.be/USjZjups-Rc,3,1
Beginner PHP Tutorial - 91 - Uploading Files: Restricting File Extensions Part 2,https://youtu.be/rkKKP3eOtU4,3,1
Beginner PHP Tutorial - 92 - Creating a non-unique Hit Counter,https://youtu.be/htYbc8ndWt8,3,1
Beginner PHP Tutorial - 93 - Creating a File Based Unique Hit Counter Part 1,https://youtu.be/k5Suj0amo60,3,1
Beginner PHP Tutorial - 94 - Creating a File Based Unique Hit Counter Part 2,https://youtu.be/hQp_tVtKgMU,3,1
Beginner PHP Tutorial - 95 - Creating a File Based Unique Hit Counter Part 3,https://youtu.be/w4wZHul6Aqk,3,1
Beginner PHP Tutorial - 96 - MD5 Encryption Part 1,https://youtu.be/usKJk07iF78,3,1
Beginner PHP Tutorial - 97 - MD5 Encryption Part 2,https://youtu.be/-X2HY8akWxA,3,1
Beginner PHP Tutorial - 98 - Sending an Email Part 1,https://youtu.be/L-WBJwaJ7go,3,1
Beginner PHP Tutorial - 99 - Sending an Email Part 2,https://youtu.be/0o8cJOpqez0,3,1
Beginner PHP Tutorial - 100 - Creating a Simple Contact Form Part 1,https://youtu.be/BjGtEMTxn54,3,1
Beginner PHP Tutorial - 101 - Creating a Simple Contact Form Part 2,https://youtu.be/4L06eBsDNpM,3,1
Beginner PHP Tutorial - 102 - Creating a Simple Contact Form Part 3,https://youtu.be/hPwpGO5oy_E,3,1
Beginner PHP Tutorial - 103 - Creating a Simple Contact Form Part 4,https://youtu.be/FvttRT67P_8,3,1
Beginner PHP Tutorial - 104 - An Introduction to XML,https://youtu.be/TAw4uo6a0Tk,3,1
Beginner PHP Tutorial - 105 - Reading a Simple XML File: Part 1,https://youtu.be/MVeeIsFtJC4,3,1
Beginner PHP Tutorial - 106 - Reading a Simple XML File: Part 2,https://youtu.be/KkyeImH_McQ,3,1
Beginner PHP Tutorial - 107 - A YouTube XML Example,https://youtu.be/_JpM2AAF8v8,3,1
Beginner PHP Tutorial - 108 - An Introduction to Databases,https://youtu.be/83pUFQc6yW8,3,1
Beginner PHP Tutorial - 109 - More About Databases,https://youtu.be/E8VQX6WGnxo,3,1
Beginner PHP Tutorial - 110 - phpMyAdmin Part 1,https://youtu.be/msCY6evKpNI,3,1
Beginner PHP Tutorial - 111 - phpMyAdmin Part 2,https://youtu.be/Yo5y49DHslw,3,1
Beginner PHP Tutorial - 112 - phpMyAdmin Part 3,https://youtu.be/cRftgt5Wl2I,3,1
Beginner PHP Tutorial - 113 - Connecting to a Server and Database Part 1,https://youtu.be/114ddqVNNws,3,1
Beginner PHP Tutorial - 114 - Connecting to a Server and Database Part 2,https://youtu.be/i5mAbluLyJA,3,1
